1102
1585
1584
1311
809
761
933
716
892
1186
1657
1553
1237
806
716
848
769
942
1162
1752
1518
1212
867
674
756
775
1026
1164
1847
1506
1209
939
712
831
645
1046
1283
1939
1491
1151
907
691
984
616
1015
1464
1949
1456
1118
852
684
1036
618
1007
1559
1870
1455
1138
819
806
952
649
971
1570
1777
1404
1138
852
873
898
747
930
1601
1717
1357
1067
890
865
928
806
963
1651
1654
1341
993
839
852
889
845
1055
1627
1617
1355
913
780
909
752
867
1028
972
